1#1+ы#1+а#1+ов#1+у#1+ам#1#1+ы#1+ом#1+ами#1+е#1+ах
0=аборт,1=аборт
0=скука,1=скук
0=специфика,1=специфик
0=статистика,1=статистик
0=строка,1=строк
0=судорога,1=судорог
0=тактика,1=тактик
0=телега,1=телег
0=тематика,1=тематик
0=техника,1=техник
0=тоска,1=тоск
0=тревога,1=тревог
0=тяга,1=тяг
0=улика,1=улик
0=услуга,1=услуг
0=уха,1=ух
0=фабрика,1=фабрик
0=фантастика,1=фантастик
0=фига,1=фиг
0=физика,1=физик
0=характеристика,1=характеристик
0=хроника,1=хроник
0=чепуха,1=чепух
0=штука,1=штук
0=экономика,1=экономик
0=электроника,1=электроник
0=энергетика,1=энергетик
0=эпоха,1=эпох
0=эстетика,1=эстетик
0=этика,1=этик
1+о+2#1+2+и#1+2+а#1+2+ов#1+2+у#1+2+ам#1+о+2#1+2+и#1+2+ом#1+2+ами#1+2+е#1+2+ах
0=белок,1=бел,2=к
0=беспорядок,1=беспоряд,2=к
0=ботинок,1=ботин,2=к
0=бросок,1=брос,2=к
0=венок,1=вен,2=к
0=ветерок,1=ветер,2=к
0=висок,1=вис,2=к
0=волосок,1=волос,2=к
0=глоток,1=глот,2=к
0=голосок,1=голос,2=к
0=городок,1=город,2=к
0=горшок,1=горш,2=к
0=гудок,1=гуд,2=к
0=десяток,1=десят,2=к
0=достаток,1=достат,2=к
0=дымок,1=дым,2=к
0=желудок,1=желуд,2=к
0=заголовок,1=заголов,2=к
0=замок,1=зам,2=к
0=заработок,1=заработ,2=к
0=затылок,1=затыл,2=к
0=звонок,1=звон,2=к
0=зрачок,1=зрач,2=к
0=избыток,1=избыт,2=к
0=каток,1=кат,2=к
0=кипяток,1=кипят,2=к
0=клочок,1=клоч,2=к
0=клубок,1=клуб,2=к
0=комок,1=ком,2=к
0=корешок,1=кореш,2=к
0=котелок,1=котел,2=к
0=кружок,1=круж,2=к
0=крючок,1=крюч,2=к
0=кубок,1=куб,2=к
0=кусок,1=кус,2=к
0=лепесток,1=лепест,2=к
0=листок,1=лист,2=к
0=мешок,1=меш,2=к
0=молоток,1=молот,2=к
0=мох,1=м,2=х
0=напиток,1=напит,2=к
0=недостаток,1=недостат,2=к
0=носок,1=нос,2=к
0=обрывок,1=обрыв,2=к
0=окурок,1=окур,2=к
0=осадок,1=осад,2=к
0=осколок,1=оскол,2=к
0=остаток,1=остат,2=к
0=островок,1=остров,2=к
0=отпечаток,1=отпечат,2=к
0=отрезок,1=отрез,2=к
0=отросток,1=отрост,2=к
0=отрывок,1=отрыв,2=к
0=оттенок,1=оттен,2=к
0=перекресток,1=перекрёст,2=к
0=переулок,1=переул,2=к
0=песок,1=пес,2=к
0=пирожок,1=пирож,2=к
0=платок,1=плат,2=к
0=поводок,1=повод,2=к
0=подарок,1=подар,2=к
0=подбородок,1=подбород,2=к
0=поединок,1=поедин,2=к
0=полушубок,1=полушуб,2=к
0=порошок,1=порош,2=к
0=порядок,1=поряд,2=к
0=поселок,1=посёл,2=к
0=поступок,1=поступ,2=к
0=потолок,1=потол,2=к
0=предрассудок,1=предрассуд,2=к
0=придаток,1=придат,2=к
0=прилавок,1=прилав,2=к
0=припадок,1=припад,2=к
0=промежуток,1=промежут,2=к
0=прыжок,1=прыж,2=к
0=пучок,1=пуч,2=к
0=пятачок,1=пятач,2=к
0=распорядок,1=распоряд,2=к
0=рассудок,1=рассуд,2=к
0=рисунок,1=рисун,2=к
0=рывок,1=рыв,2=к
0=рынок,1=рын,2=к
0=сапожок,1=сапож,2=к
0=скачок,1=скач,2=к
0=снимок,1=сним,2=к
0=список,1=спис,2=к
0=станок,1=стан,2=к
0=толчок,1=толч,2=к
0=убыток,1=убыт,2=к
0=уголок,1=угол,2=к
0=узелок,1=узел,2=к
0=упадок,1=упад,2=к
0=участок,1=участ,2=к
0=хлопок,1=хлоп,2=к
0=цветок,1=цвет,2=к
0=шнурок,1=шнур,2=к
0=щелчок,1=щелч,2=к
1+2+а#1+2+и#1+2+и#1+е+2#1+2+е#1+2+ам#1+2+у#1+2+и#1+2+ою#1+2+ами#1+2+е#1+2+ах
0=баночка,1=баноч,2=к
0=бомбёжка,1=бомбёж,2=к
0=бочка,1=боч,2=к
0=бумажка,1=бумаж,2=к
0=бутылочка,1=бутылоч,2=к
0=верхушка,1=верхуш,2=к
0=веточка,1=веточ,2=к
0=выдержка,1=выдерж,2=к
0=выручка,1=выруч,2=к
0=вышка,1=выш,2=к
0=гармошка,1=гармош,2=к
0=денежки,1=денеж,2=к
0=дорожка,1=дорож,2=к
0=дырочка,1=дыроч,2=к
0=задержка,1=задерж,2=к
0=звездочка,1=звёздоч,2=к
0=игрушка,1=игруш,2=к
0=избушка,1=избуш,2=к
0=издержки,1=издерж,2=к
0=карточка,1=карточ,2=к
0=картошка,1=картош,2=к
0=катушка,1=катуш,2=к
0=кличка,1=клич,2=к
0=книжечка,1=книжеч,2=к
0=книжка,1=книж,2=к
0=кнопочка,1=кнопоч,2=к
0=косточка,1=косточ,2=к
0=кофточка,1=кофточ,2=к
0=крошка,1=крош,2=к
0=кружка,1=круж,2=к
0=крышка,1=крыш,2=к
0=кучка,1=куч,2=к
0=лавочка,1=лавоч,2=к
0=ладошка,1=ладош,2=к
0=лампочка,1=лампоч,2=к
0=ловушка,1=ловуш,2=к
0=ложечка,1=ложеч,2=к
0=ложка,1=лож,2=к
0=макушка,1=макуш,2=к
0=мышка,1=мыш,2=к
0=насмешка,1=насмеш,2=к
0=ниточка,1=ниточ,2=к
0=ножка,1=нож,2=к
0=обложка,1=облож,2=к
0=оболочка,1=оболоч,2=к
0=опушка,1=опуш,2=к
0=отсрочка,1=отсроч,2=к
0=палочка,1=палоч,2=к
0=папочка,1=папоч,2=к
0=парочка,1=пароч,2=к
0=пачка,1=пач,2=к
0=передышка,1=передыш,2=к
0=петрушка,1=петруш,2=к
0=печка,1=печ,2=к
0=пешка,1=пеш,2=к
0=поддержка,1=поддерж,2=к
0=подушка,1=подуш,2=к
0=почка,1=поч,2=к
0=привычка,1=привыч,2=к
0=птичка,1=птич,2=к
0=пушка,1=пуш,2=к
0=речка,1=реч,2=к
0=розочка,1=розоч,2=к
0=ромашка,1=ромаш,2=к
0=рубашка,1=рубаш,2=к
0=ручка,1=руч,2=к
0=свечка,1=свеч,2=к
0=серёжка,1=серёж,2=к
0=спешка,1=спеш,2=к
0=спичка,1=спич,2=к
0=стрижка,1=стриж,2=к
0=строчка,1=строч,2=к
0=сумочка,1=сумоч,2=к
0=табличка,1=таблич,2=к
0=тапочка,1=тапоч,2=к
0=тачка,1=тач,2=к
0=тележка,1=тележ,2=к
0=точка,1=точ,2=к
0=трубочка,1=трубоч,2=к
0=тумбочка,1=тумбоч,2=к
0=удочка,1=удоч,2=к
0=улочка,1=улоч,2=к
0=усмешка,1=усмеш,2=к
0=утечка,1=утеч,2=к
0=форточка,1=форточ,2=к
0=фуражка,1=фураж,2=к
0=цепочка,1=цепоч,2=к
0=чашка,1=чаш,2=к
0=шапочка,1=шапоч,2=к
0=шашка,1=шаш,2=к
0=шишка,1=шиш,2=к
0=электричка,1=электрич,2=к
1+2+а#1+2+и#1+2+и#1+е+2#1+2+е#1+2+ам#1+2+у#1+2+и#1+2+ой#1+2+ами#1+2+е#1+2+ах
0=баночка,1=баноч,2=к
0=бомбёжка,1=бомбёж,2=к
0=бочка,1=боч,2=к
0=бумажка,1=бумаж,2=к
0=бутылочка,1=бутылоч,2=к
0=верхушка,1=верхуш,2=к
0=веточка,1=веточ,2=к
0=выдержка,1=выдерж,2=к
0=выручка,1=выруч,2=к
0=вышка,1=выш,2=к
0=гармошка,1=гармош,2=к
0=денежки,1=денеж,2=к
0=дорожка,1=дорож,2=к
0=дырочка,1=дыроч,2=к
0=задержка,1=задерж,2=к
0=звездочка,1=звёздоч,2=к
0=игрушка,1=игруш,2=к
0=избушка,1=избуш,2=к
0=издержки,1=издерж,2=к
0=карточка,1=карточ,2=к
0=картошка,1=картош,2=к
0=катушка,1=катуш,2=к
0=кличка,1=клич,2=к
0=книжечка,1=книжеч,2=к
0=книжка,1=книж,2=к
0=кнопочка,1=кнопоч,2=к
0=косточка,1=косточ,2=к
0=кофточка,1=кофточ,2=к
0=крошка,1=крош,2=к
0=кружка,1=круж,2=к
0=крышка,1=крыш,2=к
0=кучка,1=куч,2=к
0=лавочка,1=лавоч,2=к
0=ладошка,1=ладош,2=к
0=лампочка,1=лампоч,2=к
0=ловушка,1=ловуш,2=к
0=ложечка,1=ложеч,2=к
0=ложка,1=лож,2=к
0=макушка,1=макуш,2=к
0=мышка,1=мыш,2=к
0=насмешка,1=насмеш,2=к
0=ниточка,1=ниточ,2=к
0=ножка,1=нож,2=к
0=обложка,1=облож,2=к
0=оболочка,1=оболоч,2=к
0=опушка,1=опуш,2=к
0=отсрочка,1=отсроч,2=к
0=палочка,1=палоч,2=к
0=папочка,1=папоч,2=к
0=парочка,1=пароч,2=к
0=пачка,1=пач,2=к
0=передышка,1=передыш,2=к
0=петрушка,1=петруш,2=к
0=печка,1=печ,2=к
0=пешка,1=пеш,2=к
0=поддержка,1=поддерж,2=к
0=подушка,1=подуш,2=к
